mol_name,activity,potency
ZINC24105136,Inactive,
ZINC24375154,Inactive,
ZINC24393856,Inactive,
ZINC24550052,Inactive,
ZINC24646845,Inactive,
ZINC24784985,Inactive,
ZINC24891531,Inactive,
ZINC24959960,Inactive,
ZINC24983694,Inactive,
ZINC25033420,Inactive,
ZINC25140688,Inactive,
ZINC25390046,Inactive,
ZINC25418934,Inactive,
ZINC25444946,Inactive,
ZINC25478571,Inactive,
ZINC25574707,Inactive,
ZINC25618243,Inactive,
ZINC25618248,Inactive,
ZINC25695991,Inactive,
ZINC25783361,Inactive,
ZINC25829333,Inactive,
ZINC25893075,Inactive,
ZINC25929693,Inactive,
ZINC26104383,Inactive,
ZINC26108807,Inactive,
ZINC26140892,Inactive,
ZINC26141933,Inactive,
ZINC26269926,Inactive,
ZINC26302319,Inactive,
ZINC26326834,Inactive,
ZINC26379186,Inactive,
ZINC26386485,Inactive,
ZINC26390519,Inactive,
ZINC26406548,Inactive,
ZINC26694413,Inactive,
ZINC26731991,Inactive,
ZINC26740837,Inactive,
ZINC26754968,Inactive,
ZINC26773030,Inactive,
ZINC26794156,Inactive,
ZINC26798437,Inactive,
ZINC26847299,Inactive,
ZINC26893750,Inactive,
ZINC26937153,Inactive,
ZINC26941557,Inactive,
ZINC26942951,Inactive,
ZINC27145744,Inactive,
ZINC27190370,Inactive,
ZINC27250760,Inactive,
ZINC27286405,Inactive,
ZINC27377270,Inactive,
ZINC27408102,Inactive,
ZINC27456078,Inactive,
ZINC27559169,Inactive,
ZINC27598814,Inactive,
ZINC27777129,Inactive,
ZINC27812518,Inactive,
ZINC27815228,Inactive,
ZINC27855218,Inactive,
ZINC28113050,Inactive,
ZINC28129680,Inactive,
ZINC28139040,Inactive,
ZINC28143197,Inactive,
ZINC28214722,Inactive,
ZINC28479223,Inactive,
ZINC28479232,Inactive,
ZINC28491705,Inactive,
ZINC28538665,Inactive,
ZINC28541058,Inactive,
ZINC28541231,Inactive,
ZINC28568909,Inactive,
ZINC28633365,Inactive,
ZINC28664125,Inactive,
ZINC28689166,Inactive,
ZINC28754396,Inactive,
ZINC28855033,Inactive,
ZINC28879271,Inactive,
ZINC28995812,Inactive,
ZINC29062303,Inactive,
ZINC29096370,Inactive,
ZINC29290068,Inactive,
ZINC29331033,Inactive,
ZINC29352934,Inactive,
ZINC29357326,Inactive,
ZINC29374637,Inactive,
ZINC29424312,Inactive,
ZINC29430982,Inactive,
ZINC29464726,Inactive,
ZINC29493015,Inactive,
ZINC29565887,Inactive,
ZINC29565897,Inactive,
ZINC29628454,Inactive,
ZINC29666885,Inactive,
ZINC29741506,Inactive,
ZINC29747691,Inactive,
ZINC29747832,Inactive,
ZINC29747839,Inactive,
ZINC29749817,Inactive,
ZINC29802499,Inactive,
ZINC29884620,Inactive,
ZINC29976203,Inactive,
ZINC30016885,Inactive,
ZINC30222980,Inactive,
ZINC30454266,Inactive,
ZINC30626346,Inactive,
ZINC30649330,Inactive,
ZINC30736603,Inactive,
ZINC30737623,Inactive,
ZINC30778840,Inactive,
ZINC30784577,Inactive,
ZINC30792017,Inactive,
ZINC30831774,Inactive,
ZINC30920331,Inactive,
ZINC30987293,Inactive,
ZINC31067170,Inactive,
ZINC31077415,Inactive,
ZINC31348291,Inactive,
ZINC31362792,Inactive,
ZINC31372609,Inactive,
ZINC31452404,Inactive,
ZINC31453866,Inactive,
ZINC31516724,Inactive,
ZINC31567756,Inactive,
ZINC31570482,Inactive,
ZINC31603566,Inactive,
ZINC31604266,Inactive,
ZINC31605431,Inactive,
ZINC31707892,Inactive,
ZINC31721415,Inactive,
ZINC31757696,Inactive,
ZINC31783037,Inactive,
ZINC31784419,Inactive,
ZINC31784423,Inactive,
ZINC31841763,Inactive,
ZINC31842125,Inactive,
ZINC31905721,Inactive,
ZINC31969670,Inactive,
